,0
412,"['Argentina:13', 'Australia:M', 'Austria:14', 'Brazil:12', 'Canada:PG', 'Canada:PG::(Alberta/British Columbia/Manitoba/Ontario)', 'Canada:PG::(Canadian Home Video rating)', 'Canada:G::(Quebec)', 'Chile:14', 'Colombia:7', 'Denmark:11::(DVD rating)', 'Finland:K-12::(DVD rating)', 'France:Tous publics', 'Germany:12', 'Hong Kong:IIA', 'Hungary:16', 'Indonesia:13+', 'Ireland:12A', 'Italy:T', 'Lithuania:N-13', 'Luxembourg:12', 'Malaysia:P13', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Nigeria:12A', 'Norway:12::(DVD rating)', 'Philippines:PG-13', 'Portugal:M/14', 'Singapore:PG', 'South Africa:13', 'South Korea:12', 'Spain:12', 'Sweden:11', 'Switzerland:12', 'Taiwan:R-12', 'Thailand:G', 'Turkey:13+', 'United Kingdom:12A', 'United States:PG-13', 'Ukraine:12', 'Vietnam:C16']"
413,"['Argentina:16', 'Australia:M', 'Brazil:16', 'Brazil:14::(DVD rating)', 'Canada:PG::(British Columbia)', 'Colombia:T', 'Denmark:11', 'Finland:K-12', 'France:Tous publics', 'Germany:12', 'Hong Kong:IIA', 'Hungary:16', 'Ireland:15A', 'Italy:T', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Norway:12::(cinema rating)', 'Portugal:M/12', 'Singapore:NC16', 'South Korea:12', 'Spain:7', 'Sweden:11', 'Switzerland:12', 'Taiwan:PG-12', 'United Kingdom:15', 'United States:PG-13']"
414,"['Australia:MA15+', 'Austria:12', 'Chile:14', 'France:Tous publics', 'Germany:12', 'Hong Kong:IIB', 'New Zealand:M', 'Norway:A::(VOD)', 'South Korea:18', 'Spain:12', 'Sweden:15', 'Switzerland:12', 'United Kingdom:15', 'United States:Not Rated']"
415,"['Argentina:Atp', 'Australia:G', 'Brazil:Livre', 'Canada:G', 'Chile:TE', 'Colombia:T', 'Denmark:A', 'Finland:K-7', 'France:Tous Public', 'Germany:0', 'Ireland:PG', 'Italy:T', 'Malta:U', 'Mexico:A', 'New Zealand:G', 'Norway:7::(DVD rating)', 'Portugal:M/6', 'South Africa:PG', 'Spain:A', 'Sweden:7::(DVD rating)', 'United Kingdom:PG', 'Ukraine:ZA']"
416,"['Argentina:16::(with warning)', 'Australia:MA15+', 'Brazil:16', 'Canada:14A', 'Canada:14A::(Alberta)', 'Canada:14A::(British Columbia)', 'Canada:14A::(Manitoba)', 'Canada:18A::(Ontario)', 'Canada:13+::(Quebec)', 'Canada:18+::(tv rating)', 'Chile:14', 'Denmark:15', 'Finland:K-16', 'France:12::(with warning)', 'Germany:16', 'Hong Kong:IIB', 'India:A', 'Ireland:16', 'Ireland:18::(DVD rating)', 'Italy:VM14', 'Japan:R15+', 'Lithuania:N-16', 'Malaysia:18', 'Mexico:B-15::(with warning)', 'Netherlands:16', 'New Zealand:R16', 'Norway:15::(DVD and Blu-ray rating)', 'Philippines:R-16', 'Poland:15', 'Singapore:NC16', 'South Africa:16', 'South Korea:18', 'Spain:18', 'Spain:16::(video rating)', 'Sweden:15', 'Switzerland:16', 'Taiwan:R-18', 'Thailand:18', 'United Kingdom:15', 'United States:R', 'Vietnam:(Banned)']"
417,"['Germany:16', 'Singapore:NC16', 'United States:Not Rated']"
418,"['Argentina:Atp', 'Australia:PG', 'Austria:6', 'Brazil:Livre', 'Canada:G::(Alberta)', 'Canada:G::(British Columbia)', 'Canada:PG::(Manitoba)', 'Canada:PG::(Ontario)', 'Canada:G::(Québec)', 'Chile:TE', 'Denmark:7', 'Finland:K-7', 'France:Tous publics', 'Germany:6', 'Hong Kong:I', 'Hungary:6', 'Iceland:L', 'India:U', 'Ireland:G', 'Italy:T', 'Japan:G', 'Lithuania:V', 'Luxembourg:6', 'Malaysia:U', 'Malaysia:P13', 'Mexico:A', 'Netherlands:6', 'New Zealand:PG', 'Norway:7::(cinema rating)', 'Philippines:PG-13', 'Portugal:M/6', 'Russia:6+', 'Singapore:PG', 'South Africa:PG', 'South Korea:All', 'Spain:A/i', 'Spain:TP::(TV rating)', 'Spain:7::(VOD rating)', 'Sweden:7', 'Switzerland:6', 'Taiwan:GP', 'Thailand:G', 'United Kingdom:U', 'United States:PG', 'Ukraine:ZA', 'Vietnam:P']"
419,"['France:12', 'Germany:16', 'Netherlands:16', 'Philippines:R-13', 'South Korea:15', 'United Kingdom:15', 'United States:TV-14']"
420,"['Argentina:13', 'Austria:16', 'Brazil:12', 'Canada:PG::(British Columbia)', 'Finland:K-12', 'France:Tous publics', 'Germany:12', 'Hong Kong:IIB', 'Hungary:16', 'Ireland:12A', 'Italy:T', 'Japan:PG12', 'Mexico:B', 'Netherlands:AL', 'New Zealand:M', 'Norway:A', 'Portugal:M/12', 'Singapore:NC16', 'South Korea:15', 'Sweden:15', 'Switzerland:16', 'Taiwan:GP', 'Turkey:13+', 'United Kingdom:12A', 'United States:PG-13']"
421,"['Argentina:13', 'Australia:M', 'Austria:12', 'Belgium:KT/EA', 'Brazil:12', 'Canada:PG::(Alberta/British Columbia/Manitoba)', 'Canada:G::(Quebec)', 'Chile:TE+7', 'Colombia:7', 'Denmark:15', 'Denmark:11', 'Finland:K-12', 'France:Tous publics', 'Germany:12', 'Greece:K-13', 'Hong Kong:IIA', 'Hungary:12', 'Iceland:12', 'India:UA', 'Indonesia:13+', 'Ireland:12A', 'Italy:T', 'Japan:G', 'Lithuania:N-13', 'Luxembourg:12', 'Malaysia:P13', 'Maldives:15+', 'Malta:12A', 'Mexico:B', 'Netherlands:9', 'New Zealand:M', 'Nigeria:12A', 'Norway:12::(cinema rating)', 'Philippines:PG-13', 'Portugal:M/12', 'Russia:12+', 'Singapore:PG', 'South Africa:13', 'South Korea:12', 'Spain:7', 'Sweden:11', 'Switzerland:12', 'Taiwan:PG-12', 'Thailand:G', 'Turkey:13+', 'United Kingdom:12A', 'United States:PG-13', 'United States:PG-13', 'Ukraine:12', 'Vietnam:C13']"
422,"['Australia:MA15+', 'Canada:14A::(British Columbia)', 'Germany:16', 'Japan:PG12', 'Mexico:B15', 'New Zealand:R13', 'Singapore:R21', 'South Korea:18', 'United Kingdom:15', 'United States:TV-14', 'United States:R']"
423,"['Argentina:13', 'Australia:M', 'Austria:12', 'Belgium:KT/EA', 'Brazil:14', 'Bulgaria:C', 'Canada:PG::(Alberta)', 'Canada:PG::(British Columbia)', 'Canada:PG::(Manitoba)', 'Canada:G::(Quebec)', 'Chile:14', 'Colombia:12', 'Denmark:11', 'Finland:K-12', 'France:Tous publics', 'Germany:0', 'Greece:K-12', 'Hungary:16', 'Iceland:12', 'India:A', 'Indonesia:17+', 'Italy:T', 'Lithuania:N-13', 'Luxembourg:12', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Norway:7::(cinema rating)', 'Peru:14', 'Philippines:R-13', 'Poland:15', 'Portugal:M/14', 'Puerto Rico:PG-13', 'Russia:16+', 'Singapore:M18', 'Slovakia:12', 'South Africa:16', 'South Korea:15', 'Spain:12', 'Sweden:7', 'Switzerland:12', 'Turkey:15+', 'United Kingdom:12', 'United States:PG-13', 'Ukraine:12']"
424,"['Australia:MA15+', 'Brazil:14', 'Colombia:12', 'Germany:16', 'Hungary:16', 'Indonesia:17+', 'Italy:T', 'Mexico:B', 'Norway:15::(VOD)', 'Russia:18+', 'United Kingdom:15', 'United States:R']"
425,"['Argentina:13', 'Australia:PG', 'Brazil:10', 'Canada:PG::(British Columbia)', 'Canada:G::(Québec)', 'Denmark:A', 'Finland:S', 'France:Tous Public', 'Germany:0', 'Hong Kong:I', 'Hungary:12', 'India:U', 'Ireland:PG', 'Italy:T', 'Japan:G', 'Lithuania:N-13', 'Mexico:B', 'Netherlands:AL', 'New Zealand:PG', 'Norway:A::(cinema rating)', 'Philippines:G', 'Portugal:M/12', 'Russia:16+', 'Singapore:PG', 'South Africa:10-12', 'South Africa:10::(DVD rating)', 'South Korea:15', 'Spain:A', 'Sweden:Btl', 'Switzerland:8', 'Taiwan:GP', 'Turkey:13A', 'United Kingdom:PG', 'United States:PG-13']"
426,"['Germany:12', 'Ireland:15A', 'Netherlands:AL', 'New Zealand:M', 'Norway:12::(iTunes rating)', 'United Kingdom:15', 'United States:Unrated']"
427,"['Argentina:13', 'Australia:M', 'Austria:10', 'Belgium:KT/EA', 'Brazil:12', 'Bulgaria:C', 'Canada:PG::(Alberta/British Columbia/Manitoba)', 'Canada:G::(Quebec)', 'Chile:TE+7', 'Colombia:7', 'Czech Republic:12', 'Denmark:11', 'Ecuador:12', 'Finland:K-12', 'France:Tous publics', 'Germany:12', 'Greece:K-12', 'Hong Kong:IIA', 'Hungary:12', 'Iceland:12', 'India:UA', 'Indonesia:13+', 'Ireland:12A', 'Italy:T', 'Japan:G', 'Lithuania:N-13', 'Luxembourg:12', 'Malaysia:P13', 'Maldives:15+', 'Malta:12A', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Nigeria:15', 'Norway:12', 'Peru:Apt', 'Philippines:PG-13', 'Poland:12', 'Portugal:M/12', 'Puerto Rico:PG-13', 'Russia:16+', 'Singapore:PG13', 'Slovakia:12', 'South Africa:13', 'South Africa:10-12::(DVD rating)', 'South Korea:12', 'Spain:7/fig::(ICAA)', 'Sweden:11', 'Switzerland:12', 'Taiwan:PG-12', 'Thailand:13', 'Turkey:7+', 'United Kingdom:12A', 'United Kingdom:PG-13', 'United States:PG-13', 'Ukraine:12', 'Vietnam:C13']"
428,"['Argentina:13::(with warning)', 'Australia:M', 'Austria:12', 'Brazil:12', 'Canada:PG::(Alberta/British Columbia/Manitoba/Ontario)', 'Canada:G::(Quebec)', 'Chile:TE+7', 'Colombia:7', 'Finland:K-12', 'France:Tous publics', 'Germany:12', 'Hong Kong:IIA', 'Hungary:16', 'India:UA', 'Indonesia:13+', 'Ireland:12A', 'Italy:T', 'Japan:G', 'Lithuania:N-13', 'Luxembourg:12', 'Malaysia:P13', 'Maldives:15+', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Nigeria:12A', 'Norway:12', 'Philippines:PG-13', 'Portugal:M/12', 'Russia:16+', 'Singapore:PG13', 'South Africa:13', 'South Africa:10-12', 'South Korea:12', 'Spain:12::(ICAA)', 'Sweden:11', 'Switzerland:12', 'Taiwan:PG-12', 'Thailand:G', 'Turkey:13+', 'United Kingdom:12A', 'United Kingdom:12::(video rating)', 'United States:PG-13', 'Ukraine:12', 'Vietnam:C16']"
429,"['Argentina:13', 'Australia:M', 'Austria:12', 'Belgium:KT/EA', 'Brazil:12', 'Bulgaria:C', 'Canada:PG::(Alberta)', 'Canada:PG::(British Columbia)', 'Canada:PG::(Manitoba)', 'Canada:PG::(Nova Scotia)', 'Canada:G::(Quebec)', 'Chile:TE+7', 'Colombia:7', 'Czech Republic:12', 'Denmark:11', 'Ecuador:TP::(Guayaquil)', 'Ecuador:12::(Loja)', 'Ecuador:12::(Quito)', 'Finland:K-12', 'France:Tous publics', 'Germany:12', 'Greece:K-12', 'Hong Kong:IIA', 'Hungary:12', 'Iceland:12', 'India:UA', 'Indonesia:13+', 'Ireland:12A', 'Italy:T', 'Japan:G', 'Lithuania:N-13', 'Luxembourg:12', 'Malaysia:P13', 'Maldives:15+', 'Malta:12A', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Nigeria:12A', 'Norway:12::(cinema rating)', 'Peru:Apt', 'Philippines:PG-13', 'Poland:12', 'Portugal:M/12', 'Puerto Rico:PG-13', 'Russia:16+', 'Serbia:12', 'Singapore:PG13', 'Slovakia:12', 'South Africa:10-12', 'South Korea:12', 'Spain:7::(ICAA)', 'Sweden:11', 'Switzerland:12', 'Taiwan:PG-12', 'Thailand:13', 'Turkey:15A', 'United Kingdom:12A', 'United Kingdom:12::(DVD rating)', 'United States:PG-13', 'Ukraine:12', 'Vietnam:C13']"
430,"['Argentina:16', 'Australia:MA15+', 'Brazil:14', 'Canada:14A::(Alberta/British Columbia/Manitoba/Ontario)', 'Canada:13+::(Quebec)', 'Chile:14', 'Denmark:15', 'Finland:K-16', 'France:16', 'Germany:16', 'Hong Kong:IIB', 'Hungary:18', 'India:A', 'Indonesia:D', 'Ireland:16', 'Ireland:15::(DVD rating)', 'Italy:T', 'Japan:PG12', 'Lithuania:N-16', 'Malaysia:18', 'Mexico:B-15', 'Netherlands:16', 'New Zealand:R18', 'Norway:15::(cinema rating)', 'Philippines:R-13', 'Poland:15', 'Portugal:M/16', 'Russia:18+', 'Singapore:NC16', 'South Africa:16', 'South Korea:18', 'Spain:16', 'Sweden:15', 'Taiwan:R-15', 'Thailand:18', 'United Kingdom:15', 'United States:R', 'Ukraine:16', 'Vietnam:C18']"
431,"['Argentina:16', 'Australia:MA15+', 'Brazil:14', 'Canada:14A::(British Columbia)', 'Canada:13+::(Quebec)', 'Chile:14', 'Denmark:15', 'Finland:K-16', 'France:12', 'Germany:16', 'Hong Kong:IIB', 'Hungary:18', 'Ireland:15A', 'Italy:T::(DVD rating)', 'Malaysia:18', 'Mexico:B15', 'Netherlands:16', 'New Zealand:R16', 'Norway:15', 'Philippines:R-13', 'Portugal:M/16', 'Singapore:NC16', 'South Africa:16', 'South Korea:15', 'Spain:16', 'Switzerland:16', 'Taiwan:R-15', 'Thailand:15', 'United Kingdom:15', 'United States:R', 'Ukraine:16', 'Vietnam:C18']"
432,"['Canada:14A::(British Columbia)', 'Canada:14A::(Ontario)', 'Netherlands:12', 'Norway:7::(TV rating)', 'Singapore:NC16', 'South Korea:15', 'United States:PG-13']"
433,"['Argentina:13::(with warning)', 'Australia:M', 'Austria:14', 'Belgium:KT/EA', 'Brazil:14', 'Canada:14A', 'Canada:14A::(Alberta)', 'Canada:PG::(British Columbia)', 'Canada:14A::(Canadian Home Video rating)', 'Canada:14A::(Manitoba)', 'Canada:13+::(Quebec)', 'Chile:14', 'Czech Republic:15', 'Denmark:11', 'Finland:K-16', 'France:Tous publics', 'Germany:16', 'Hong Kong:IIB', 'Hungary:16', 'Iceland:12', 'India:UA', 'Ireland:12A', 'Italy:T::(DVD rating)', 'Japan:G', 'Lithuania:N-13', 'Malaysia:18', 'Maldives:15+', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Norway:15::(cinema rating)', 'Philippines:PG-13', 'Portugal:M/12', 'Singapore:PG13', 'South Africa:13', 'South Korea:15', 'Spain:12', 'Sweden:15', 'Switzerland:12', 'Taiwan:R-12', 'Thailand:15', 'United Kingdom:12A', 'United States:PG-13', 'Ukraine:12', 'Vietnam:C16']"
434,"['France:Tous publics', 'Hong Kong:IIA', 'Japan:PG12', 'Singapore:PG13']"
435,"['Australia:PG', 'Canada:PG::(British Columbia)', 'France:Tous Public', 'Germany:12', 'Hong Kong:IIA', 'India:UA', 'Indonesia:13+', 'Japan:G', 'Malaysia:P13', 'Norway:12::(VOD)', 'Philippines:PG-13', 'Singapore:PG13', 'South Korea:12', 'Taiwan:GP', 'Thailand:G', 'United Kingdom:12A', 'United States:Not Rated', 'Ukraine:12', 'Vietnam:C13']"
436,"['Argentina:16', 'Australia:MA15+', 'Austria:16', 'Brazil:16', 'Canada:14A::(Alberta/British Columbia/Manitoba/Ontario)', 'Canada:13+::(Quebec)', 'Chile:14', 'Colombia:12', 'Czech Republic:15', 'Denmark:15::(DVD and Blu-ray rating)', 'Finland:K-16', 'France:Tous publics avec avertissement', 'Germany:16', 'Hong Kong:IIB', 'Hungary:16', 'Indonesia:17+', 'Ireland:16', 'Ireland:15::(DVD rating)', 'Italy:T', 'Lithuania:N-16', 'Luxembourg:16', 'Malaysia:18', 'Mexico:B15', 'Netherlands:16', 'New Zealand:R16', 'Nigeria:18', 'Norway:15', 'Philippines:R-16', 'Portugal:M/14', 'Singapore:M18', 'South Africa:18', 'South Korea:15', 'Spain:16::(ICAA)', 'Sweden:15::(DVD and Blu-ray rating)', 'Switzerland:14', 'Taiwan:R-15', 'Turkey:15+', 'United Kingdom:15', 'United States:R', 'Ukraine:16', 'Vietnam:C18']"
437,"['Australia:MA15+', 'Canada:14A::(British Columbia)', 'Canada:PG::(Ontario)', 'Canada:13+::(Quebec)', 'Germany:16', 'Japan:R15+', 'Mexico:B', 'New Zealand:R13', 'Singapore:NC16', 'South Korea:15', 'United Kingdom:15', 'United States:TV-MA::(DVD rating)']"
438,0
439,"['Australia:MA15+', 'Canada:PG::(Manitoba)', 'Canada:14A::(Ontario)', 'Canada:13+::(Quebec)', 'Germany:16', 'Hong Kong:IIB', 'Japan:G', 'New Zealand:R13', 'Singapore:NC16', 'South Korea:15', 'United Kingdom:15', 'United States:TV-MA']"
440,"['Australia:M', 'Australia:M', 'Canada:PG::(British Columbia)', 'Hong Kong:IIB', 'Singapore:NC16', 'Taiwan:PG-12', 'United Kingdom:15', 'United States:Not Rated']"
441,"['Argentina:13', 'Australia:PG', 'Austria:10', 'Brazil:10', 'Canada:PG::(British Columbia)', 'Chile:TE+7', 'Colombia:12', 'Denmark:11::(DVD rating)', 'Finland:K-12::(DVD rating)', 'France:Tous publics', 'Germany:12', 'Hong Kong:IIA', 'India:UA', 'Indonesia:13+', 'Ireland:12A', 'Italy:T', 'Lithuania:N-13', 'Malaysia:P13', 'Mexico:A', 'Netherlands:12', 'New Zealand:PG', 'Norway:12::(DVD rating)', 'Philippines:PG-13', 'Portugal:M/12', 'Singapore:PG', 'South Africa:13', 'South Korea:12', 'Spain:7::(ICAA)', 'Sweden:11', 'Switzerland:6', 'Taiwan:PG-12', 'Turkey:13A', 'United Kingdom:12A', 'United States:PG-13', 'Ukraine:12', 'Vietnam:C13']"
442,"['Australia:M', 'Canada:PG::(British Columbia)', 'France:Tous Public', 'Germany:6', 'Hong Kong:IIA', 'Ireland:12A', 'New Zealand:M', 'Norway:9', 'Singapore:PG13', 'South Korea:12', 'United Kingdom:12A', 'United States:PG-13']"
443,"['Australia:MA15+', 'Germany:16', 'Italy:T::(DVD rating)', 'Netherlands:16', 'Norway:15::(VOD)', 'United Kingdom:15']"
444,"['Argentina:16', 'Australia:M', 'Brazil:14', 'Canada:14A::(British Columbia)', 'Germany:16::(self-applied)', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Norway:15::(VOD)', 'Singapore:NC16', 'South Korea:12', 'Spain:16', 'Taiwan:R-12', 'Thailand:15', 'United Kingdom:15', 'United States:PG-13']"
445,"['Argentina:13', 'Australia:M', 'Canada:PG::(British Columbia)', 'Germany:12', 'Hong Kong:IIB', 'Norway:12::(recommended rating)', 'Singapore:PG13', 'South Korea:15', 'Taiwan:R-12', 'Thailand:13', 'United States:Not Rated']"
446,"['Argentina:Atp', 'Australia:M', 'Brazil:12', 'Canada:PG::(British Columbia)', 'Colombia:12', 'Denmark:7', 'Finland:K-7', 'France:Tous publics', 'Germany:0', 'Hong Kong:IIA', 'Hungary:12', 'Iceland:Unrated', 'India:Not Rated', 'Ireland:12A', 'Italy:T', 'Japan:Unrated', 'Malaysia:P13', 'Mexico:B', 'Netherlands:AL', 'New Zealand:M', 'Norway:9::(DVD rating)', 'Philippines:PG-13', 'Portugal:M/12', 'Singapore:PG13', 'South Africa:10-12', 'South Africa:7-9::(DVD rating)', 'South Korea:15', 'Spain:A', 'Sweden:Btl', 'Switzerland:8', 'Taiwan:PG-12', 'United Kingdom:12A', 'United States:PG-13']"
447,"['France:Tous publics', 'Germany:0', 'Hungary:6', 'Japan:G', 'Netherlands:6', 'Spain:A::(ICAA)', 'Switzerland:6', 'United States:PG']"
448,"['Argentina:13', 'Chile:TE+7', 'Colombia:7', 'France:Tous Public', 'Germany:12', 'Ireland:12A', 'Italy:T', 'Mexico:B-15', 'Netherlands:12', 'New Zealand:M', 'Portugal:M/14', 'Singapore:NC16', 'Spain:12::(ICAA)', 'Switzerland:16', 'Taiwan:R-12', 'United Kingdom:12A', 'United States:Not Rated']"
449,"['Argentina:13', 'Australia:M', 'Austria:6', 'Brazil:12', 'Canada:PG::(British Columbia)', 'Canada:G::(Quebec)', 'Chile:TE', 'Colombia:T', 'Denmark:15', 'Finland:K-12', 'France:Tous publics', 'Germany:12', 'Hong Kong:IIA', 'Hungary:12', 'India:UA', 'Indonesia:13+', 'Italy:T', 'Japan:G', 'Malaysia:P13', 'Mexico:B', 'Netherlands:AL', 'Norway:7::(TV rating)', 'Norway:7::(recommended rating)', 'Philippines:PG-13', 'Portugal:M/12', 'Russia:16+', 'Singapore:PG13', 'South Korea:12', 'Spain:7', 'Sweden:11', 'Switzerland:12', 'Taiwan:R-12', 'Turkey:13A', 'United Kingdom:12', 'United States:PG-13', 'Ukraine:12', 'Vietnam:C13']"
450,"['Australia:MA15+', 'Hong Kong:IIB', 'United Kingdom:15', 'United States:R']"
451,"['Argentina:16', 'Australia:MA15+', 'Austria:12', 'Brazil:14', 'Canada:14A::(British Columbia)', 'Canada:13+::(Quebec)', 'Colombia:12', 'Denmark:15', 'Finland:K-16', 'France:Tous publics::(with warning)', 'Germany:12', 'Hong Kong:IIB', 'India:A', 'Ireland:16', 'Italy:T', 'Luxembourg:12', 'Mexico:C', 'Netherlands:12', 'New Zealand:R16', 'Norway:15::(TV rating)', 'Portugal:M/16', 'Russia:18+', 'South Korea:18', 'Spain:16::(ICAA)', 'Sweden:15', 'Switzerland:16', 'Taiwan:R-18', 'Turkey:15+', 'United Kingdom:15', 'United States:R', 'Ukraine:16']"
452,"['Argentina:13', 'Australia:PG', 'Austria:8', 'Brazil:10', 'Canada:PG::(British Columbia)', 'Canada:G::(Quebec)', 'Chile:TE', 'Denmark:7', 'Finland:K-7', 'France:Tous publics', 'Germany:6', 'Hong Kong:I', 'Hungary:12', 'Indonesia:13+', 'Ireland:PG', 'Italy:T', 'Japan:G', 'Lithuania:V', 'Malaysia:P13', 'Malta:PG', 'Mexico:A', 'Netherlands:6', 'New Zealand:PG', 'Norway:9', 'Philippines:PG-13', 'Portugal:M/6', 'Russia:6+', 'Singapore:PG', 'South Korea:All', 'Spain:7', 'Sweden:7', 'Switzerland:8', 'Taiwan:GP', 'Thailand:G', 'United Kingdom:PG', 'United States:PG', 'Ukraine:ZA', 'Vietnam:P']"
453,"['Australia:PG', 'Canada:PG::(British Columbia)', 'Canada:G::(Ontario)', 'Germany:6', 'Japan:G', 'Malaysia:U::(DVD rating)', 'South Korea:All', 'United Kingdom:PG', 'United States:Not Rated', 'United States:TV-PG', 'United States:TV-14']"
454,"['China:Approved::(Film Bureau, State Administration of Press, Publication, Radio, Film and Television)', 'Hong Kong:IIB', 'Singapore:PG13', 'South Korea:15']"
455,"['Argentina:16', 'Australia:M', 'Austria:10', 'Belgium:KT/EA', 'Brazil:14', 'Canada:14A::(British Columbia)', 'Chile:14', 'Colombia:15', 'Finland:K-12', 'France:Tous publics', 'Germany:6', 'Hong Kong:IIB', 'Hungary:16', 'Ireland:15A', 'Italy:T', 'Japan:PG12', 'Lithuania:N-13', 'Mexico:B-15', 'Netherlands:6', 'New Zealand:M', 'Norway:9::(cinema rating)', 'Portugal:M/14', 'Russia:18+', 'Singapore:M18', 'South Africa:13', 'South Korea:15', 'Spain:12', 'Sweden:11', 'Switzerland:12', 'Taiwan:R-15', 'United Kingdom:15', 'United States:R', 'Ukraine:16']"
456,"['Canada:18A::(Ontario)', 'France:Tous publics', 'Germany:12', 'Hong Kong:III', 'Italy:VM14', 'Netherlands:12', 'Portugal:M/14', 'Spain:12', 'Sweden:11', 'Switzerland:14', 'United States:Unrated']"
457,"['Australia:M', 'Canada:PG::(British Columbia)', 'Canada:18A::(Manitoba)', 'Canada:G::(Quebec)', 'France:Tous publics', 'Germany:16', 'Japan:G', 'New Zealand:M', 'Norway:9', 'Portugal:M/16', 'South Korea:15', 'United Kingdom:15', 'United States:TV-MA']"
458,"['Argentina:Atp', 'Australia:PG', 'Brazil:10', 'Canada:PG::(British Columbia)', 'Finland:K-12', 'France:Tous Public', 'Germany:0', 'Ireland:PG', 'Japan:G', 'Maldives:15+', 'Mexico:A', 'Netherlands:12', 'New Zealand:PG', 'Norway:7::(Netflix self-rating)', 'Norway:12::(TV rating)', 'Singapore:PG', 'South Africa:7-9', 'South Africa:PG::(DVD rating)', 'South Korea:All', 'Sweden:11', 'Taiwan:GP', 'Turkey:G', 'United Kingdom:PG', 'United States:PG']"
459,"['Argentina:16', 'Australia:M', 'Brazil:14', 'Canada:14A::(British Columbia)', 'Canada:13+::(Quebec)', 'Chile:14', 'Denmark:15', 'Finland:K-16', 'France:12', 'Germany:16', 'Indonesia:D', 'Ireland:16', 'Ireland:15::(DVD rating)', 'Lithuania:N-13', 'Malaysia:P13', 'Mexico:B', 'Netherlands:16', 'New Zealand:M', 'Norway:15', 'Philippines:R-13', 'Russia:16+', 'Singapore:PG13', 'South Africa:13', 'South Korea:12', 'Spain:16::(ICAA)', 'Sweden:15', 'Switzerland:16', 'Taiwan:R-12', 'Thailand:15', 'United Kingdom:15', 'United States:PG-13', 'Ukraine:16', 'Vietnam:C16']"
460,"['Australia:M', 'Austria:10', 'Brazil:14', 'Canada:14A::(British Columbia)', 'Chile:16+::(Netflix self-rating)', 'Denmark:7', 'Finland:K-12', 'France:Tous publics', 'Germany:0', 'Ireland:16', 'Japan:PG12', 'Mexico:B15', 'Netherlands:6', 'New Zealand:M', 'Norway:A::(cinema rating)', 'Portugal:M/14', 'Singapore:NC16', 'South Africa:13', 'South Korea:15', 'Spain:12::(ICAA)', 'Sweden:7', 'Switzerland:8', 'Taiwan:R-15', 'United Kingdom:15', 'United States:R']"
461,"['Australia:M', 'Brazil:14', 'Canada:PG::(Alberta)', 'Canada:PG::(British Columbia)', 'Canada:PG::(Manitoba)', 'Canada:PG::(Ontario)', 'Canada:13+::(Quebec)', 'France:Tous publics', 'Hong Kong:IIA', 'India:UA', 'Indonesia:13+', 'Ireland:12A', 'Malaysia:P13', 'Netherlands:12', 'New Zealand:M', 'Norway:12::(Netflix)', 'Philippines:PG-13', 'Singapore:PG13', 'South Africa:10-12', 'South Korea:12', 'United Kingdom:12A', 'United States:Not Rated']"
462,"['Argentina:16', 'Australia:MA15+', 'Brazil:16', 'Canada:18A', 'Canada:14A::(Alberta)', 'Canada:14A::(British Columbia)', 'Canada:18A::(Manitoba)', 'Canada:14A::(Nova Scotia)', 'Canada:18A::(Ontario)', 'Canada:13+::(Quebec)', 'Chile:14', 'Denmark:15', 'Finland:K-16', 'France:12', 'Germany:18', 'Hong Kong:IIB', 'Iceland:16', 'India:A', 'Indonesia:17+', 'Ireland:16', 'Ireland:18::(DVD rating)', 'Italy:T', 'Japan:R15+', 'Malaysia:18', 'Malta:15', 'Mexico:B15', 'Netherlands:16', 'New Zealand:R16', 'Norway:15::(cinema rating)', 'Philippines:R-16', 'Portugal:M/16', 'Russia:18+', 'Singapore:M18', 'South Africa:16', 'South Korea:18', 'Spain:18', 'Sweden:15', 'Switzerland:16', 'Taiwan:R-18', 'Thailand:18', 'Turkey:15+', 'United Kingdom:15', 'United Kingdom:18', 'United States:R', 'Ukraine:16', 'Vietnam:C18']"
